area_id,area_name,workspace_id,workspace_name,season_id,season_name,start_date,end_date,farm_id,farm_name,field_id,field_name,crop,hybrid,crop_date,hectares,centroid,Nombre,Inicio de cosecha,Superficie Cosechada,Rendimiento medio humedo,Rendimiento medio seco,Rendimiento medio ajustado,Producción total,Rinde balanza,Velocidad media,Maquina,Humedad media,Monitor,Operador
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1617,la argentina,31326,Maiz 10 de Julio,Barbecho,-No asignado-,,92.606,POINT(-62.14360371179141 -30.5195895),Maiz10deJulio_Barbecho,,83.3454,9.73,5.0,1.49,124.18,,11.46,,12.47,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1617,la argentina,31327,Maiz Palmera,Barbecho,-No asignado-,,127.014,POINT(-61.71593332817787 -30.6310625),MaizPalmera_Barbecho,,114.3126,7.24,6.82,10.34,1181.99,,12.27,,17.03,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31328,Sobre Ruta,Trigo,-No asignado-,,49.327,POINT(-61.951879782584015 -30.510048),SobreRuta_Trigo,,44.3943,1.34,6.36,7.79,345.83,,10.57,,15.51,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31329,Lote Girasol Norte,Girasol,-No asignado-,8/26/2020,22.841,POINT(-61.764016174684606 -30.584795999999997),LoteGirasolNorte_Girasol,,20.5569,6.58,6.76,12.63,259.63,,14.69,,17.3,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31330,Lote Girasol Sur,Girasol,-No asignado-,8/27/2020,23.318,POINT(-61.76492759121001 -30.588623),LoteGirasolSur_Girasol,,20.9862,8.24,2.27,5.02,105.35,,14.62,,17.67,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31331,Lote 6 y 7 (Trigo),Trigo,-No asignado-,,51.368,POINT(-61.758183727998365 -30.587992),Lote6y7(Trigo)_Trigo,,46.2312,3.18,7.12,9.31,430.41,,13.44,,10.06,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31332,Lote Buratto Oeste,Trigo,-No asignado-,,24.384,POINT(-61.904460608591506 -30.528019),LoteBurattoOeste_Trigo,,21.9456,2.96,11.62,3.42,75.05,,12.78,,17.19,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31333,Buratto Este Norte,Trigo,-No asignado-,,12.444,POINT(-61.899548161943486 -30.530055500000003),BurattoEsteNorte_Trigo,,11.1996,10.21,7.1,5.07,56.78,,16.69,,13.15,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31334,Buratto Este Sur,Trigo,-No asignado-,,12.403,POINT(-61.89902101194603 -30.527846500000003),BurattoEsteSur_Trigo,,11.1627,10.5,6.39,3.17,35.39,,16.68,,16.01,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31335,Tromboto Oeste,Trigo,-No asignado-,,12.339,POINT(-61.8876835321215 -30.554726000000002),TrombotoOeste_Trigo,,11.1051,5.49,4.27,11.11,123.38,,17.81,,12.87,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31336,Tromboto Este,Trigo,-No asignado-,,12.047,POINT(-61.88519004823821 -30.5551825),TrombotoEste_Trigo,,10.8423,2.89,7.84,9.44,102.35,,12.71,,13.93,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,31337,Lote Atras Suardi,Barbecho,-No asignado-,,51.293,POINT(-62.00849559090345 -30.5540295),LoteAtrasSuardi_Barbecho,,46.1637,4.32,5.38,6.1,281.6,,13.27,,16.03,,
9375,Prodas Advanced,1608,Prodas,249,2020/2021,1/1/2020,6/30/2021,1619,Mariana,36119,Lote Dos Rosas,Barbecho,-No asignado-,,19.178,POINT(-61.909473232300826 -30.6195345),LoteDosRosas_Barbecho,,17.2602,12.25,1.16,8.21,141.71,,15.74,,17.64,,
9375,Prodas Advanced,1608,Prodas,1472,2021/2022,6/1/2021,5/31/2022,9376,la argentina,201306,Maiz Palmera,Barbecho,-No asignado-,,127.014,POINT(-61.71593332817787 -30.6310625),MaizPalmera_Barbecho,,114.3126,6.24,9.84,6.57,751.03,,11.99,,15.51,,
9375,Prodas Advanced,1608,Prodas,1472,2021/2022,6/1/2021,5/31/2022,9376,la argentina,201307,Maiz 10 de Julio,Barbecho,-No asignado-,,92.606,POINT(-62.14360371179141 -30.5195895),Maiz10deJulio_Barbecho,,83.3454,3.21,5.44,8.08,673.43,,11.72,,11.47,,
9375,Prodas Advanced,1608,Prodas,1472,2021/2022,6/1/2021,5/31/2022,9377,Abanja_SA,201308,Lote Angu�no,-No asignado-,-No asignado-,,47.872,POINT(-62.05625056795304 -30.558694000000003),,,,,,,,,,,,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1621,NICO Pruebas,31338,La Romelia,Trigo,ACA 360,5/9/2021,48.829,POINT(-62.04912451663966 -29.6369025),LaRomelia_Trigo,,43.9461,3.07,10.3,6.41,281.69,,12.86,,15.95,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1621,NICO Pruebas,55096,Paterno,Trigo,DM Algarrobo,5/12/2021,89.824,POINT(-62.07249090911116 -29.665581),Paterno_Trigo,,80.8416,11.39,4.87,9.38,758.29,,12.83,,13.5,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,31339,Vilma Griffa,Barbecho,-No asignado-,,121.009,POINT(-62.116583674980994 -29.8447945),VilmaGriffa_Barbecho,,108.9081,4.38,4.81,3.14,341.97,,12.54,,13.57,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,31340,Baima 1,Maíz,-No asignado-,1/2/2021,96.825,POINT(-62.18119221948273 -29.9451175),Baima1_Maíz,,87.1425,3.82,4.09,5.26,458.37,,14.91,,12.35,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,31341,Grosso,Trigo,-No asignado-,5/19/2021,173.007,POINT(-62.0989377477803 -29.9563565),Grosso_Trigo,,155.7063,7.26,7.99,7.9,1230.08,,12.73,,16.11,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,31342,La Lonja,Barbecho,-No asignado-,,77.998,POINT(-62.10258134340717 -29.929461),LaLonja_Barbecho,,70.1982,6.63,9.62,2.79,195.85,,11.77,,12.35,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,31343,Uberti,Trigo,-No asignado-,5/11/2021,178.474,POINT(-62.14291601424482 -29.8866345),Uberti_Trigo,,160.6266,5.5,8.05,8.21,1318.74,,16.85,,15.96,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,52977,Fornero,Barbecho,-No asignado-,11/18/2020,201.056,POINT(-62.015254879617814 -29.9432585),Fornero_Barbecho,,180.9504,3.42,12.65,5.79,1047.7,,12.74,,17.21,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,56521,Ana Mottura,Maíz,DOW 510,1/4/2021,192.046,POINT(-62.19366496739799 -29.98561),AnaMottura_Maíz,,172.8414,10.55,7.19,1.86,321.49,,15.84,,13.7,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,56522,Soja mottura,Trigo,ACA 360,5/20/2021,93.92,POINT(-62.20321351083861 -29.995251000000003),Sojamottura_Trigo,,84.528,7.48,8.54,10.77,910.37,,16.86,,15.59,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,85375,Baima Nuevo,Barbecho,-No asignado-,,97.783,POINT(-62.19074434733718 -29.9462635),BaimaNuevo_Barbecho,,88.0047,12.7,6.06,2.57,226.17,,11.65,,17.58,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,85378,La Federacion,Barbecho,-No asignado-,,177.762,POINT(-62.073686927685955 -29.975755),LaFederacion_Barbecho,,159.9858,6.13,4.24,9.75,1559.86,,14.3,,11.49,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,85379,Depaoli,Trigo,ACA 360,5/10/2021,38.673,POINT(-62.07521689177115 -29.865295500000002),Depaoli_Trigo,,34.8057,8.55,2.32,7.21,250.95,,16.6,,12.8,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,85380,Chiche Frank,Barbecho,-No asignado-,,99.112,POINT(-62.07586505597113 -29.903405499999998),ChicheFrank_Barbecho,,89.20079999999999,10.81,12.7,11.33,1010.65,,12.44,,13.03,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,85381,Barolo,Barbecho,-No asignado-,,52.936,POINT(-62.05289751350338 -29.905516),Barolo_Barbecho,,47.6424,3.91,12.44,9.6,457.37,,15.61,,15.64,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,85382,Bertero Sur,Trigo,-No asignado-,5/15/2021,190.921,POINT(-62.018007856214155 -29.8253235),BerteroSur_Trigo,,171.8289,4.39,6.18,6.76,1161.56,,11.89,,11.56,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1622,Frank Sergio,85383,Bertero Norte,Maíz,DS 22.6 PW,1/2/2021,205.274,POINT(-62.01889079576149 -29.817983499999997),BerteroNorte_Maíz,,184.7466,3.38,11.07,7.35,1357.89,,14.54,,16.13,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1623,Ferri Mariano,31344,La Hilda (L),Barbecho,-No asignado-,,144.027,POINT(-62.03884650402412 -29.8019895),LaHilda(L)_Barbecho,,129.62429999999998,8.59,7.13,3.65,473.13,,14.88,,13.64,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1623,Ferri Mariano,31345,Urquiza,Maíz 2°,-No asignado-,12/23/2020,100.948,POINT(-62.09456649300053 -29.8129515),Urquiza_Maíz2°,,90.8532,10.27,2.6,3.84,348.88,,11.55,,13.47,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1623,Ferri Mariano,31346,La Tapera,Barbecho,-No asignado-,12/28/2019,162.879,POINT(-62.12533521647693 -29.9551115),LaTapera_Barbecho,,146.59109999999998,1.61,7.49,9.87,1446.85,,14.55,,12.25,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1623,Ferri Mariano,31348,Marchetti,Trigo,DM Algarrobo,5/14/2021,198.467,POINT(-62.049790989186285 -29.802664999999998),Marchetti_Trigo,,178.6203,12.09,5.26,2.45,437.62,,13.77,,16.88,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1623,Ferri Mariano,51115,Frente,Trigo,DM Pehuen,5/25/2021,142.005,POINT(-62.03952443283425 -29.7904335),Frente_Trigo,,127.8045,12.88,1.73,12.17,1555.38,,16.62,,17.93,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1623,Ferri Mariano,54795,La Tapera Frente,Maíz,DOW 510,12/21/2020,155.246,POINT(-62.11149972709007 -29.954998),LaTaperaFrente_Maíz,,139.72140000000002,6.29,9.93,7.57,1057.69,,14.29,,15.85,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1623,Ferri Mariano,54796,Villalba,Barbecho,-No asignado-,11/15/2020,75.147,POINT(-61.901598034607254 -29.871903),Villalba_Barbecho,,67.6323,5.05,4.16,2.48,167.73,,12.35,,13.2,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1623,Ferri Mariano,83980,Globito,Trigo,ACA 360,5/10/2021,90.778,POINT(-61.98179500970967 -29.831162499999998),Globito_Trigo,,81.70020000000001,10.26,7.95,5.52,450.99,,13.22,,12.47,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1624,Don Santiago,31350,Las 60,Girasol,Brevant 360,8/11/2020,59.144,POINT(-62.1412879698133 -29.794821),Las60_Girasol,,53.2296,8.49,10.14,10.89,579.67,,13.38,,17.87,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1626,Mandrille Germán,31355,Hangar,Girasol,Brevant 360,9/5/2020,95.134,POINT(-62.10065383570442 -29.706882999999998),Hangar_Girasol,,85.6206,3.74,7.01,3.08,263.71,,14.8,,10.21,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1626,Mandrille Germán,41414,Tapera,Trigo,-No asignado-,,108.716,POINT(-62.06545378099831 -29.7418555),Tapera_Trigo,,97.8444,7.58,8.09,4.1,401.16,,11.95,,12.29,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1626,Mandrille Germán,41415,Santa Dolores - 1 -,-No asignado-,-No asignado-,,40.522,POINT(-62.13761052443027 -29.696296500000003),,,,,,,,,,,,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1627,La Tapera-Ensayo,31356,Simple,Maíz,DOW 510,12/28/2019,40.392,POINT(-62.1249034571927 -29.9601415),Simple_Maíz,,36.3528,1.89,3.43,9.95,361.71,,17.78,,14.64,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1627,La Tapera-Ensayo,31357,Medio,Maíz,DOW 510,12/28/2019,22.975,POINT(-62.12487519944853 -29.9585225),Medio_Maíz,,20.6775,8.49,4.01,1.46,30.19,,14.58,,17.12,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,1627,La Tapera-Ensayo,31358,Doble,Maíz,DOW 510,12/28/2019,28.756,POINT(-62.124842642874455 -29.9570255),Doble_Maíz,,25.8804,11.37,7.58,3.67,94.98,,10.64,,14.98,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,47404,Martinotti N,Maíz,-No asignado-,,101.344,POINT(-61.92498317704156 -29.830250999999997),MartinottiN_Maíz,,91.2096,1.77,5.49,5.2,474.29,,13.53,,10.46,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,47613,Bursten 2,Maíz,-No asignado-,,85.905,POINT(-61.99050331816425 -29.811012499999997),Bursten2_Maíz,,77.3145,11.15,4.97,4.62,357.19,,16.86,,13.79,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,47617,Ruta,Soja,-No asignado-,,34.666,POINT(-62.00551661160597 -29.810935),Ruta_Soja,,31.1994,4.1,12.51,8.58,267.69,,14.79,,13.9,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,47618,Burstem 1,Barbecho,-No asignado-,,44.129,POINT(-61.99679172451411 -29.8131875),Burstem1_Barbecho,,39.7161,2.41,1.0,9.4,373.33,,11.03,,14.04,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,47619,Balzarini 50,Barbecho,-No asignado-,,47.968,POINT(-61.9141528314708 -29.822716999999997),Balzarini50_Barbecho,,43.171200000000006,6.86,7.46,11.59,500.35,,16.25,,10.66,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,51960,Bertone 1,Soja,-No asignado-,,99.885,POINT(-61.99387898325743 -29.796535),Bertone1_Soja,,89.8965,11.48,10.46,9.09,817.16,,11.66,,14.86,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,51961,Bertone 2 N,Sorgo,-No asignado-,11/21/2020,52.182,POINT(-61.987650364658734 -29.793629000000003),Bertone2N_Sorgo,,46.9638,2.53,9.7,3.8,178.46,,14.34,,13.84,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,51962,Balzarini 150,Soja,-No asignado-,,104.532,POINT(-61.90762443053296 -29.8236765),Balzarini150_Soja,,94.0788,12.68,7.24,2.58,242.72,,15.71,,17.96,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,51963,Martinotti 40,Soja,-No asignado-,,39.349,POINT(-61.93072444628816 -29.836419499999998),Martinotti40_Soja,,35.4141,12.65,10.8,11.98,424.26,,15.39,,16.09,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,51964,Martinotti S,Soja,-No asignado-,,37.689,POINT(-61.930137421230924 -29.841312000000002),MartinottiS_Soja,,33.9201,1.92,3.21,7.36,249.65,,15.3,,17.6,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,51965,Pronino,Sorgo,ADV 1250 IG,11/19/2020,98.04,POINT(-61.82277817348037 -29.8836825),Pronino_Sorgo,,88.236,1.54,8.25,6.8,600.0,,14.61,,10.65,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,53207,Bertone 2 S,Maíz,-No asignado-,,48.815,POINT(-61.98745498166393 -29.799761),Bertone2S_Maíz,,43.9335,8.7,8.5,9.81,430.99,,15.8,,17.51,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,71531,Charaviiglio,Soja,-No asignado-,,97.216,POINT(-61.973934421877416 -29.8118315),Charaviiglio_Soja,,87.4944,5.06,6.2,12.15,1063.06,,15.71,,17.34,,
9375,Prodas Advanced,1620,Prodas_Ceres,250,2020/2021,1/1/2020,6/30/2021,2920,Trionfetti Rosana,71532,Montefiore,Barbecho,-No asignado-,,204.279,POINT(-61.89255418160197 -29.655569),Montefiore_Barbecho,,183.8511,10.3,10.43,11.52,2117.96,,10.86,,11.11,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1621,NICO Pruebas,85385,La Romelia,Maíz 2°,-No asignado-,1/21/2022,48.829,POINT(-62.04912451663966 -29.6369025),LaRomelia_Maíz2°,,43.9461,2.79,11.13,12.0,527.35,,15.92,,12.67,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1621,NICO Pruebas,147250,Paterno este,Soja 2°,-No asignado-,12/1/2021,43.979,POINT(-62.06981587943085 -29.667535),Paternoeste_Soja2°,,39.5811,12.74,1.33,11.27,446.08,,15.68,,13.08,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1621,NICO Pruebas,147251,Paterno Oeste,Maíz 2°,-No asignado-,1/20/2022,45.68,POINT(-62.0750593374613 -29.667454),PaternoOeste_Maíz2°,,41.112,10.87,4.58,11.63,478.13,,17.76,,11.29,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85386,Ana Mottura,Maíz,DOW 510,1/4/2021,192.046,POINT(-62.19366496739799 -29.98561),AnaMottura_Maíz,,172.8414,8.13,12.48,12.33,2131.13,,11.23,,14.63,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85387,Soja mottura,Trigo,ACA 360,5/20/2021,93.92,POINT(-62.20321351083861 -29.995251000000003),Sojamottura_Trigo,,84.528,12.26,8.38,5.66,478.43,,10.3,,11.75,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85388,Vilma Griffa,Barbecho,-No asignado-,,121.009,POINT(-62.116583674980994 -29.8447945),VilmaGriffa_Barbecho,,108.9081,3.97,8.58,6.11,665.43,,13.41,,14.02,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85389,Baima 1,Maíz,-No asignado-,1/2/2021,96.825,POINT(-62.18119221948273 -29.9451175),Baima1_Maíz,,87.1425,11.76,1.03,3.64,317.2,,15.79,,10.21,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85390,Uberti,Trigo,-No asignado-,5/11/2021,178.474,POINT(-62.14291601424482 -29.8866345),Uberti_Trigo,,160.6266,12.15,4.0,6.25,1003.92,,11.9,,15.19,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85391,10 de Julio 2,Maíz,-No asignado-,5/19/2021,173.007,POINT(-62.0989377477803 -29.9563565),10deJulio2_Maíz,,155.7063,9.97,3.27,9.7,1510.35,,14.98,,13.51,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85392,Baima Nuevo,Barbecho,-No asignado-,,97.783,POINT(-62.19074434733718 -29.9462635),BaimaNuevo_Barbecho,,88.0047,6.53,9.5,8.2,721.64,,14.54,,12.46,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85393,Fornero,Barbecho,-No asignado-,11/18/2020,201.056,POINT(-62.015254879617814 -29.9432585),Fornero_Barbecho,,180.9504,9.12,4.39,7.37,1333.6,,12.39,,16.8,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85394,10 de Julio 2,Maíz,-No asignado-,,77.998,POINT(-62.10258134340717 -29.929461),10deJulio2_Maíz,,70.1982,10.27,2.3,4.38,307.47,,13.62,,13.0,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85395,La Federacion,Girasol,Brevant 360,9/10/2021,177.762,POINT(-62.073686927685955 -29.975755),LaFederacion_Girasol,,159.9858,1.68,3.88,8.94,1430.27,,17.22,,14.1,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85396,Depaoli,Soja,-No asignado-,5/10/2021,38.673,POINT(-62.07521689177115 -29.865295500000002),Depaoli_Soja,,34.8057,6.75,9.93,9.21,320.56,,12.24,,16.84,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85397,Chiche Frank,Barbecho,-No asignado-,,99.112,POINT(-62.07586505597113 -29.903405499999998),ChicheFrank_Barbecho,,89.20079999999999,11.23,4.91,11.06,986.56,,12.73,,13.31,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85398,Barolo,Barbecho,-No asignado-,,52.936,POINT(-62.05289751350338 -29.905516),Barolo_Barbecho,,47.6424,1.4,2.86,4.54,216.3,,15.59,,11.79,,
9375,Prodas Advanced,1620,Prodas_Ceres,680,2021/2022,7/1/2021,6/17/2022,1622,Frank Sergio,85399,Bertero Sur,Maíz,-No asignado-,5/15/2021,190.921,POINT(-62.018007856214155 -29.8253235),BerteroSur_Maíz,,171.8289,7.09,8.34,4.4,756.05,,17.47,,14.82,,
